Gene_stable_ID,Version (gene),Gene_name,Human_gene_stable_ID,Human_gene_name
ENSGALG00010016126,1,,,
ENSGALG00010016127,1,ACSL6,,
ENSGALG00010016128,1,,,
ENSGALG00010016129,1,CENPI,ENSG00000102384,CENPI
ENSGALG00010016130,1,,,
ENSGALG00010016131,1,SMYD1,ENSG00000115593,SMYD1
ENSGALG00010016132,1,,,
ENSGALG00010016133,1,,,
ENSGALG00010016134,1,,,
ENSGALG00010016135,1,,,
ENSGALG00010016136,1,,,
ENSGALG00010016137,1,STARD3NL,ENSG00000010270,STARD3NL
ENSGALG00010016138,1,,,
ENSGALG00010016139,1,LURAP1L,ENSG00000153714,LURAP1L
ENSGALG00010016140,1,,,
ENSGALG00010016141,1,RRP15,ENSG00000067533,RRP15
ENSGALG00010016142,1,,,
ENSGALG00010016143,1,,,
ENSGALG00010016144,1,,,
ENSGALG00010016145,1,CSF2,,
ENSGALG00010016146,1,,,
ENSGALG00010016147,1,FABP1,ENSG00000163586,FABP1
ENSGALG00010016148,1,,,
ENSGALG00010016149,1,,,
ENSGALG00010016150,1,POLG,ENSG00000140521,POLG
ENSGALG00010016151,1,,,
ENSGALG00010016152,1,,,
ENSGALG00010016153,1,,,
ENSGALG00010016154,1,,,
ENSGALG00010016155,1,,,
ENSGALG00010016156,1,,,
ENSGALG00010016157,1,IL3,,
ENSGALG00010016158,1,,,
ENSGALG00010016159,1,ASPG,ENSG00000166183,ASPG
ENSGALG00010016160,1,,,
ENSGALG00010016161,1,,,
ENSGALG00010016162,1,,,
ENSGALG00010016163,1,,,
ENSGALG00010016164,1,,,
ENSGALG00010016165,1,KK34,,
ENSGALG00010016166,1,,,
ENSGALG00010016167,1,,,
ENSGALG00010016168,1,PLIN2,ENSG00000147872,PLIN2
ENSGALG00010016169,1,RHOH,ENSG00000168421,RHOH
ENSGALG00010016170,1,,,
ENSGALG00010016171,1,,,
ENSGALG00010016172,1,,,
ENSGALG00010016173,1,GLRA4,,
ENSGALG00010016174,1,,,
ENSGALG00010016175,1,,,
ENSGALG00010016176,1,,,
ENSGALG00010016177,1,HRG,ENSG00000113905,HRG
ENSGALG00010016178,1,,,
ENSGALG00010016179,1,,,
ENSGALG00010016180,1,,,
ENSGALG00010016181,1,FANCI,ENSG00000140525,FANCI
ENSGALG00010016182,1,ELMO2,ENSG00000062598,ELMO2
ENSGALG00010016183,1,,,
ENSGALG00010016184,1,,,
ENSGALG00010016185,1,,,
ENSGALG00010016186,1,,,
ENSGALG00010016187,1,,,
ENSGALG00010016188,1,,,
ENSGALG00010016189,1,,,
ENSGALG00010016190,1,THNSL2,ENSG00000144115,THNSL2
ENSGALG00010016191,1,,,
ENSGALG00010016192,1,,,
ENSGALG00010016193,1,TCAIM,ENSG00000179152,TCAIM
ENSGALG00010016194,1,,,
ENSGALG00010016195,1,,,
ENSGALG00010016196,1,,,
ENSGALG00010016197,1,SNRPN,ENSG00000125835,SNRPB
ENSGALG00010016198,1,,,
ENSGALG00010016199,1,RLBP1,ENSG00000140522,RLBP1
ENSGALG00010016200,1,MICU3,ENSG00000155970,MICU3
ENSGALG00010016201,1,,,
ENSGALG00010016202,1,,,
ENSGALG00010016203,1,,,
ENSGALG00010016204,1,,,
ENSGALG00010016205,1,CD40LG,ENSG00000102245,CD40LG
ENSGALG00010016206,1,KNG1,ENSG00000113889,KNG1
ENSGALG00010016207,1,,,
ENSGALG00010016208,1,,,
ENSGALG00010016209,1,ADAMTS7,ENSG00000136378,ADAMTS7
ENSGALG00010016210,1,,,
ENSGALG00010016211,1,TACC3,ENSG00000013810,TACC3
ENSGALG00010016212,1,,,
ENSGALG00010016213,1,,,
ENSGALG00010016214,1,,,
ENSGALG00010016215,1,SPATA17,ENSG00000162814,SPATA17
ENSGALG00010016216,1,,,
ENSGALG00010016217,1,,,
ENSGALG00010016218,1,N4BP2,ENSG00000078177,N4BP2
ENSGALG00010016219,1,,,
ENSGALG00010016220,1,,,
ENSGALG00010016221,1,TMEM200B,ENSG00000253304,TMEM200B
ENSGALG00010016222,1,,,
ENSGALG00010016223,1,,,
ENSGALG00010016224,1,MOSPD1,ENSG00000101928,MOSPD1
ENSGALG00010016225,1,P4HA2,ENSG00000072682,P4HA2
ENSGALG00010016226,1,,,
ENSGALG00010016227,1,,,
ENSGALG00010016228,1,,,
ENSGALG00010016229,1,,,
ENSGALG00010016230,1,,,
ENSGALG00010016231,1,,,
ENSGALG00010016232,1,,,
ENSGALG00010016233,1,,,
ENSGALG00010016234,1,,,
ENSGALG00010016235,1,DDX27,ENSG00000124228,DDX27
ENSGALG00010016236,1,GPATCH2,ENSG00000092978,GPATCH2
ENSGALG00010016237,1,,,
ENSGALG00010016238,1,,,
ENSGALG00010016239,1,,,
ENSGALG00010016240,1,EIF4A2,ENSG00000156976,EIF4A2
ENSGALG00010016241,1,TOPAZ1,ENSG00000173769,TOPAZ1
ENSGALG00010016242,1,PDS5A,ENSG00000121892,PDS5A
ENSGALG00010016243,1,,,
ENSGALG00010016244,1,,,
ENSGALG00010016245,1,FAM96A,ENSG00000166797,CIAO2A
ENSGALG00010016246,1,,,
ENSGALG00010016247,1,KIF26A,ENSG00000066735,KIF26A
ENSGALG00010016248,1,,,
ENSGALG00010016249,1,,,
ENSGALG00010016250,1,,,
ENSGALG00010016251,1,MPDZ,ENSG00000107186,MPDZ
ENSGALG00010016252,1,,,
ENSGALG00010016253,1,EDN3,ENSG00000124205,EDN3
ENSGALG00010016254,1,,,
ENSGALG00010016255,1,,,
ENSGALG00010016256,1,,,
ENSGALG00010016257,1,L3MBTL4,,
ENSGALG00010016258,1,CTNNB1,ENSG00000168036,CTNNB1
ENSGALG00010016259,1,,,
ENSGALG00010016260,1,INTS6L,ENSG00000165359,INTS6L
ENSGALG00010016261,1,,,
ENSGALG00010016262,1,SPG11,ENSG00000104133,SPG11
ENSGALG00010016263,1,F12,ENSG00000109758,HGFAC
ENSGALG00010016264,1,,,
ENSGALG00010016265,1,,,
ENSGALG00010016266,1,PDLIM4,ENSG00000131435,PDLIM4
ENSGALG00010016267,1,,,
ENSGALG00010016268,1,,,
ENSGALG00010016269,1,,,
ENSGALG00010016270,1,RFC4,ENSG00000163918,RFC4
ENSGALG00010016271,1,,,
ENSGALG00010016272,1,,,
ENSGALG00010016273,1,,,
ENSGALG00010016274,1,ZNF831,ENSG00000124203,ZNF831
ENSGALG00010016275,1,,,
ENSGALG00010016276,1,ACTR2,ENSG00000138071,ACTR2
ENSGALG00010016277,1,,,
ENSGALG00010016278,1,,,
ENSGALG00010016279,1,PRELID3B,ENSG00000101166,PRELID3B
ENSGALG00010016280,1,,,
ENSGALG00010016281,1,SLC22A4,,
ENSGALG00010016282,1,,,
ENSGALG00010016283,1,,,
ENSGALG00010016284,1,,,
ENSGALG00010016285,1,,,
ENSGALG00010016286,1,ULK4,ENSG00000168038,ULK4
ENSGALG00010016287,1,BCL11B,ENSG00000127152,BCL11B
ENSGALG00010016288,1,,,
ENSGALG00010016289,1,IRF1,ENSG00000125347,IRF1
ENSGALG00010016290,1,,,
ENSGALG00010016291,1,,,
ENSGALG00010016292,1,PHKA1,ENSG00000067177,PHKA1
ENSGALG00010016293,1,,,
ENSGALG00010016294,1,,,
ENSGALG00010016295,1,UBE2K,ENSG00000078140,UBE2K
ENSGALG00010016296,1,,,
ENSGALG00010016297,1,,,
ENSGALG00010016298,1,IL5,,
ENSGALG00010016299,1,SRSF4,ENSG00000116350,SRSF4
ENSGALG00010016300,1,,,
ENSGALG00010016301,1,,,
ENSGALG00010016302,1,,,
ENSGALG00010016303,1,ATP5E,,
ENSGALG00010016304,1,EIF3J,ENSG00000104131,EIF3J
ENSGALG00010016305,1,DENND4C,ENSG00000137145,DENND4C
ENSGALG00010016306,1,,,
ENSGALG00010016307,1,RAD50,ENSG00000113522,RAD50
ENSGALG00010016308,1,RPS6,ENSG00000137154,RPS6
ENSGALG00010016309,1,,,
ENSGALG00010016310,1,HDAC8,ENSG00000147099,HDAC8
ENSGALG00010016311,1,,,
ENSGALG00010016312,1,MECR,ENSG00000116353,MECR
ENSGALG00010016313,1,,,
ENSGALG00010016314,1,ACER2,ENSG00000177076,ACER2
ENSGALG00010016315,1,RPS4Y1,ENSG00000280969,RPS4Y2
ENSGALG00010016315,1,RPS4Y1,ENSG00000129824,RPS4Y1
ENSGALG00010016316,1,,,
ENSGALG00010016317,1,CTDSPL2,ENSG00000137770,CTDSPL2
ENSGALG00010016318,1,,,
ENSGALG00010016319,1,RBM41,ENSG00000089682,RBM41
ENSGALG00010016320,1,,,
ENSGALG00010016321,1,IL13,ENSG00000113520,IL4
ENSGALG00010016322,1,EBF4,ENSG00000088881,EBF4
ENSGALG00010016323,1,,,
ENSGALG00010016324,1,TUBB1,ENSG00000101162,TUBB1
ENSGALG00010016325,1,,,
ENSGALG00010016326,1,,,
ENSGALG00010016327,1,IL4,ENSG00000113520,IL4
ENSGALG00010016328,1,USH2A,ENSG00000042781,USH2A
ENSGALG00010016329,1,,,
ENSGALG00010016330,1,,,
ENSGALG00010016331,1,,,
ENSGALG00010016332,1,ZKSCAN7,ENSG00000176293,ZNF135
ENSGALG00010016333,1,,,
ENSGALG00010016334,1,,,
ENSGALG00010016335,1,ABHD4,ENSG00000011198,ABHD5
ENSGALG00010016336,1,SLC24A2,ENSG00000155886,SLC24A2
ENSGALG00010016337,1,,,
ENSGALG00010016338,1,PTPRU,ENSG00000060656,PTPRU
ENSGALG00010016339,1,SETD3,ENSG00000183576,SETD3
ENSGALG00010016340,1,RGS12,ENSG00000159788,RGS12
ENSGALG00010016341,1,SLX4,ENSG00000188827,SLX4
ENSGALG00010016342,1,,,
ENSGALG00010016343,1,,,
ENSGALG00010016344,1,SMIM14,ENSG00000163683,SMIM14
ENSGALG00010016345,1,CTSZ,ENSG00000101160,CTSZ
ENSGALG00010016346,1,TRAP1,ENSG00000126602,TRAP1
ENSGALG00010016347,1,ANO10,ENSG00000160746,ANO10
ENSGALG00010016348,1,,,
ENSGALG00010016349,1,,,
ENSGALG00010016350,1,CASC4,ENSG00000166734,GOLM2
ENSGALG00010016351,1,,ENSG00000212206,
ENSGALG00010016351,1,,ENSG00000206622,SNORA69
ENSGALG00010016352,1,,,
ENSGALG00010016353,1,C1orf232,ENSG00000282872,C1orf232
ENSGALG00010016354,1,gga-mir-1750,,
ENSGALG00010016355,1,MCF2L2,ENSG00000053524,MCF2L2
ENSGALG00010016356,1,gga-mir-6679,,
ENSGALG00010016357,1,gga-mir-7469,,
ENSGALG00010016358,1,,,
ENSGALG00010016359,1,gga-mir-1728,,
ENSGALG00010016360,1,gga-mir-1790,,
ENSGALG00010016361,1,NELFCD,ENSG00000101158,NELFCD
ENSGALG00010016362,1,NUP62,ENSG00000213024,NUP62
ENSGALG00010016363,1,,,
ENSGALG00010016364,1,gga-mir-12269,,
ENSGALG00010016365,1,gga-mir-6614,,
ENSGALG00010016366,1,KIF3A,ENSG00000131437,KIF3A
ENSGALG00010016367,1,,,
ENSGALG00010016368,1,CCNK,ENSG00000090061,CCNK
ENSGALG00010016369,1,MSANTD1,ENSG00000188981,MSANTD1
ENSGALG00010016370,1,TMEM255A,ENSG00000125355,TMEM255A
ENSGALG00010016371,1,,,
ENSGALG00010016372,1,PIH1D3,ENSG00000080572,DNAAF6
ENSGALG00010016373,1,SRL,ENSG00000185739,SRL
ENSGALG00010016374,1,FRMD5,ENSG00000171877,FRMD5
ENSGALG00010016375,1,CCNI2,ENSG00000205089,CCNI2
ENSGALG00010016376,1,,,
ENSGALG00010016377,1,FRMPD3,ENSG00000147234,FRMPD3
ENSGALG00010016378,1,WDR76,ENSG00000092470,WDR76
ENSGALG00010016379,1,TFAP4,ENSG00000090447,TFAP4
ENSGALG00010016380,1,MCHR2,ENSG00000128310,GALR3
ENSGALG00010016381,1,,,
ENSGALG00010016382,1,UGDH,ENSG00000109814,UGDH
ENSGALG00010016383,1,FAM110D,ENSG00000197245,FAM110D
ENSGALG00010016384,1,GNAS,ENSG00000087460,GNAS
ENSGALG00010016385,1,HTT,ENSG00000197386,HTT
ENSGALG00010016386,1,,,
ENSGALG00010016387,1,CCDC85C,ENSG00000205476,CCDC85C
ENSGALG00010016388,1,,,
ENSGALG00010016389,1,,,
ENSGALG00010016390,1,ACSM4,,
ENSGALG00010016391,1,,,
ENSGALG00010016392,1,STMN3,ENSG00000197457,STMN3
ENSGALG00010016393,1,BLM,ENSG00000197299,BLM
ENSGALG00010016394,1,PDIK1L,ENSG00000175087,PDIK1L
ENSGALG00010016395,1,HHIPL1,,
ENSGALG00010016396,1,,,
ENSGALG00010016397,1,LIAS,ENSG00000121897,LIAS
ENSGALG00010016398,1,SEPTIN6,ENSG00000125354,SEPTIN6
ENSGALG00010016399,1,ACSM5,ENSG00000183549,ACSM5
ENSGALG00010016400,1,PRPS1L1,ENSG00000229937,PRPS1L1
ENSGALG00010016400,1,PRPS1L1,ENSG00000147224,PRPS1
ENSGALG00010016401,1,,,
ENSGALG00010016402,1,SEPTIN8,ENSG00000164402,SEPTIN8
ENSGALG00010016403,1,GRK4,ENSG00000125388,GRK4
ENSGALG00010016404,1,ESRRG,ENSG00000196482,ESRRG
ENSGALG00010016405,1,,,
ENSGALG00010016406,1,PDILT,ENSG00000169340,PDILT
ENSGALG00010016407,1,RPL9,ENSG00000163682,RPL9
ENSGALG00010016408,1,,,
ENSGALG00010016409,1,GMEB2,ENSG00000101216,GMEB2
ENSGALG00010016410,1,TRAK1,ENSG00000182606,TRAK1
ENSGALG00010016411,1,CTSH,ENSG00000103811,CTSH
ENSGALG00010016412,1,TMSB15B,ENSG00000158427,TMSB15B
ENSGALG00010016412,1,TMSB15B,ENSG00000269226,TMSB15C
ENSGALG00010016412,1,TMSB15B,ENSG00000158164,TMSB15A
ENSGALG00010016413,1,,,
ENSGALG00010016414,1,KLB,ENSG00000134962,KLB
ENSGALG00010016415,1,RASGRF1,ENSG00000058335,RASGRF1
ENSGALG00010016416,1,CYP46A1,ENSG00000036530,CYP46A1
ENSGALG00010016417,1,NOP14,ENSG00000087269,NOP14
ENSGALG00010016418,1,NFIB,ENSG00000147862,NFIB
ENSGALG00010016419,1,,,
ENSGALG00010016420,1,,,
ENSGALG00010016421,1,ANKRD34C,,
ENSGALG00010016422,1,SHKBP1,ENSG00000136636,KCTD3
ENSGALG00010016423,1,TRMT44,ENSG00000155275,TRMT44
ENSGALG00010016424,1,,,
ENSGALG00010016425,1,TRIM63,ENSG00000158022,TRIM63
ENSGALG00010016426,1,HELZ2,ENSG00000130589,HELZ2
ENSGALG00010016427,1,SNORD89,ENSG00000212283,SNORD89
ENSGALG00010016428,1,ADRA1D,ENSG00000171873,ADRA1D
ENSGALG00010016429,1,PKDCCB,,
ENSGALG00010016430,1,,,
ENSGALG00010016431,1,B3GNT5,ENSG00000176597,B3GNT5
ENSGALG00010016432,1,gga-mir-6543,,
ENSGALG00010016433,1,TMED3,ENSG00000166557,TMED3
ENSGALG00010016434,1,GPR139,ENSG00000180269,GPR139
ENSGALG00010016435,1,gga-mir-1552,,
ENSGALG00010016436,1,SLC30A2,ENSG00000158014,SLC30A2
ENSGALG00010016437,1,FNDC11,ENSG00000125531,FNDC11
ENSGALG00010016438,1,gga-mir-1736,,
ENSGALG00010016439,1,,,
ENSGALG00010016440,1,gga-mir-6559,,
ENSGALG00010016441,1,,,
ENSGALG00010016442,1,gga-mir-1700,,
ENSGALG00010016443,1,gga-mir-1632,,
ENSGALG00010016444,1,gga-mir-1656,,
ENSGALG00010016445,1,ZDHHC21,ENSG00000175893,ZDHHC21
ENSGALG00010016446,1,GNRHR,,
ENSGALG00010016447,1,ID3,ENSG00000117318,ID3
ENSGALG00010016448,1,CER1,ENSG00000147869,CER1
ENSGALG00010016449,1,FMR1,ENSG00000102081,FMR1
ENSGALG00010016450,1,,ENSG00000153201,RANBP2
ENSGALG00010016451,1,USP46,ENSG00000109189,USP46
ENSGALG00010016452,1,GLCE,ENSG00000138604,GLCE
ENSGALG00010016453,1,MYCL,ENSG00000116990,MYCL
ENSGALG00010016454,1,ANKS3,ENSG00000168096,ANKS3
ENSGALG00010016455,1,RBM27,ENSG00000091009,RBM27
ENSGALG00010016456,1,LAMP3,,
ENSGALG00010016457,1,SMOX,ENSG00000088826,SMOX
ENSGALG00010016458,1,ZC3H12A,ENSG00000163874,ZC3H12A
ENSGALG00010016459,1,PAQR5,ENSG00000137819,PAQR5
ENSGALG00010016460,1,LBR,ENSG00000143815,LBR
ENSGALG00010016461,1,HPCAL4,ENSG00000116983,HPCAL4
ENSGALG00010016462,1,RNF24,ENSG00000101236,RNF24
ENSGALG00010016463,1,FREM1,ENSG00000164946,FREM1
ENSGALG00010016464,1,PANK2,ENSG00000125779,PANK2
ENSGALG00010016465,1,STK35,ENSG00000125834,STK35
ENSGALG00010016466,1,TMEM164,ENSG00000157600,TMEM164
ENSGALG00010016467,1,DNAH14,,
ENSGALG00010016468,1,TTC39B,ENSG00000155158,TTC39B
ENSGALG00010016469,1,MAVS,,
ENSGALG00010016470,1,TNIP1,ENSG00000145901,TNIP1
ENSGALG00010016471,1,POMGNT2,ENSG00000144647,POMGNT2
ENSGALG00010016472,1,TFDP3,ENSG00000198176,TFDP1
ENSGALG00010016473,1,RAB9B,ENSG00000123570,RAB9B
ENSGALG00010016474,1,MAPK8IP3,ENSG00000138834,MAPK8IP3
ENSGALG00010016475,1,MCCC1,ENSG00000078070,MCCC1
ENSGALG00010016476,1,PDYN,ENSG00000101327,PDYN
ENSGALG00010016477,1,CNIH3,ENSG00000143786,CNIH3
ENSGALG00010016478,1,SOX12,ENSG00000177732,SOX12
ENSGALG00010016479,1,,,
ENSGALG00010016480,1,GPX3,ENSG00000211445,GPX3
ENSGALG00010016481,1,MC3R,ENSG00000124089,MC3R
ENSGALG00010016482,1,EML1,ENSG00000066629,EML1
ENSGALG00010016483,1,WDR26,ENSG00000162923,WDR26
ENSGALG00010016484,1,,,
ENSGALG00010016485,1,,,
ENSGALG00010016486,1,,,
ENSGALG00010016487,1,,,
ENSGALG00010016488,1,,,
ENSGALG00010016489,1,CCK,ENSG00000187094,CCK
ENSGALG00010016490,1,,,
ENSGALG00010016491,1,DNAJC8,ENSG00000126698,DNAJC8
ENSGALG00010016492,1,,,
ENSGALG00010016493,1,,,
ENSGALG00010016494,1,,,
ENSGALG00010016495,1,,,
ENSGALG00010016496,1,PLP1,ENSG00000123560,PLP1
ENSGALG00010016497,1,,,
ENSGALG00010016498,1,KIF23,ENSG00000137807,KIF23
ENSGALG00010016499,1,,,
ENSGALG00010016500,1,ATPIF1,,
ENSGALG00010016501,1,,,
ENSGALG00010016502,1,YIPF5,ENSG00000145817,YIPF5
ENSGALG00010016503,1,,,
ENSGALG00010016504,1,SNRK,ENSG00000163788,SNRK
ENSGALG00010016505,1,KCTD16,ENSG00000183775,KCTD16
ENSGALG00010016506,1,,,
ENSGALG00010016507,1,SPATA18,ENSG00000163071,SPATA18
ENSGALG00010016508,1,CREBBP,ENSG00000005339,CREBBP
ENSGALG00010016509,1,,,
ENSGALG00010016510,1,THG1L,ENSG00000113272,THG1L
ENSGALG00010016511,1,,,
ENSGALG00010016512,1,,,
ENSGALG00010016513,1,SOX30,ENSG00000039600,SOX30
ENSGALG00010016514,1,FAM198A,ENSG00000144649,GASK1A
ENSGALG00010016515,1,,,
ENSGALG00010016516,1,,,
ENSGALG00010016517,1,,,
ENSGALG00010016518,1,TMEM42,ENSG00000169964,TMEM42
ENSGALG00010016519,1,MEX3B,ENSG00000183496,MEX3B
ENSGALG00010016520,1,CHMP1B,ENSG00000255112,CHMP1B
ENSGALG00010016521,1,,,
ENSGALG00010016522,1,,,
ENSGALG00010016523,1,,,
ENSGALG00010016524,1,,,
ENSGALG00010016525,1,,,
ENSGALG00010016526,1,EIF1B,ENSG00000114784,EIF1B
ENSGALG00010016527,1,MRPS34,ENSG00000074071,MRPS34
ENSGALG00010016528,1,,,
ENSGALG00010016529,1,DCUN1D1,ENSG00000043093,DCUN1D1
ENSGALG00010016530,1,,,
ENSGALG00010016531,1,,,
ENSGALG00010016532,1,,,
ENSGALG00010016533,1,CNIH4,ENSG00000143771,CNIH4
ENSGALG00010016534,1,TRIT1,ENSG00000043514,TRIT1
ENSGALG00010016535,1,BNC2,ENSG00000173068,BNC2
ENSGALG00010016536,1,,,
ENSGALG00010016537,1,,,
ENSGALG00010016538,1,,,
ENSGALG00010016539,1,,,
ENSGALG00010016540,1,,,
ENSGALG00010016541,1,UBE2J2,ENSG00000160087,UBE2J2
ENSGALG00010016542,1,ENOX2,ENSG00000165675,ENOX2
ENSGALG00010016543,1,TCEA3,ENSG00000204219,TCEA3
ENSGALG00010016544,1,ADCY9,ENSG00000162104,ADCY9
ENSGALG00010016545,1,,,
ENSGALG00010016546,1,FAM132A,ENSG00000184163,C1QTNF12
ENSGALG00010016547,1,SGCB,ENSG00000163069,SGCB
ENSGALG00010016548,1,EVL,ENSG00000196405,EVL
ENSGALG00010016549,1,PTPRA,ENSG00000132670,PTPRA
ENSGALG00010016550,1,FBLIM1,ENSG00000162458,FBLIM1
ENSGALG00010016551,1,,,
ENSGALG00010016552,1,LRRC66,ENSG00000188993,LRRC66
ENSGALG00010016553,1,SLC25A14,ENSG00000102078,SLC25A14
ENSGALG00010016554,1,,,
ENSGALG00010016555,1,,,
ENSGALG00010016556,1,ASAP3,ENSG00000088280,ASAP3
ENSGALG00010016557,1,,,
ENSGALG00010016558,1,NR2F2,ENSG00000185551,NR2F2
ENSGALG00010016559,1,ROGDI,ENSG00000067836,ROGDI
ENSGALG00010016560,1,DCUN1D4,ENSG00000109184,DCUN1D4
ENSGALG00010016561,1,DEGS2,ENSG00000168350,DEGS2
ENSGALG00010016562,1,GLIS2,ENSG00000126603,GLIS2
ENSGALG00010016563,1,,,
ENSGALG00010016564,1,SPEN,ENSG00000065526,SPEN
ENSGALG00010016565,1,NVL,ENSG00000143748,NVL
ENSGALG00010016566,1,CNTLN,ENSG00000044459,CNTLN
ENSGALG00010016567,1,E2F2,ENSG00000007968,E2F2
ENSGALG00010016568,1,PAM16,ENSG00000217930,PAM16
ENSGALG00010016569,1,YY2,ENSG00000100811,YY1
ENSGALG00010016570,1,,,
ENSGALG00010016571,1,,,
ENSGALG00010016572,1,RAB33A,ENSG00000134597,RBMX2
ENSGALG00010016573,1,DEGS1,ENSG00000143753,DEGS1
ENSGALG00010016574,1,,,
ENSGALG00010016575,1,CWH43,ENSG00000109182,CWH43
ENSGALG00010016576,1,MRPS26,ENSG00000125901,MRPS26
ENSGALG00010016577,1,ZBTB17,ENSG00000116809,ZBTB17
ENSGALG00010016578,1,GRIK3,ENSG00000163873,GRIK3
ENSGALG00010016579,1,,,
ENSGALG00010016580,1,MARS2,ENSG00000247626,MARS2
ENSGALG00010016581,1,H2AFYMACROH2A1,ENSG00000113648,MACROH2A1
ENSGALG00010016582,1,,,
ENSGALG00010016583,1,VPS41,ENSG00000006715,VPS41
ENSGALG00010016584,1,EHBP1,ENSG00000115504,EHBP1
ENSGALG00010016585,1,OXT,ENSG00000101200,AVP
ENSGALG00010016585,1,OXT,ENSG00000101405,OXT
ENSGALG00010016586,1,,,
ENSGALG00010016587,1,AVP,,
ENSGALG00010016588,1,ATP11B,ENSG00000058063,ATP11B
ENSGALG00010016589,1,FBXO28,ENSG00000143756,FBXO28
ENSGALG00010016590,1,,,
ENSGALG00010016591,1,HOMER2,ENSG00000103942,HOMER2
ENSGALG00010016592,1,TMEM129,ENSG00000168936,TMEM129
ENSGALG00010016593,1,OTX1,ENSG00000115507,OTX1
ENSGALG00010016594,1,,,
ENSGALG00010016595,1,CLCNKB,,
ENSGALG00010016596,1,,,
ENSGALG00010016597,1,FRYL,ENSG00000075539,FRYL
ENSGALG00010016598,1,AIFM1,ENSG00000156709,AIFM1
ENSGALG00010016599,1,,,
ENSGALG00010016600,1,GNL2,ENSG00000134697,GNL2
ENSGALG00010016601,1,,,
ENSGALG00010016602,1,HSPB7,ENSG00000173641,HSPB7
ENSGALG00010016603,1,,,
ENSGALG00010016604,1,TP53BP2,ENSG00000143514,TP53BP2
ENSGALG00010016605,1,WDPCP,ENSG00000143951,WDPCP
ENSGALG00010016606,1,VASN,ENSG00000168140,VASN
ENSGALG00010016607,1,FAM103A1,ENSG00000235272,RAMACL
ENSGALG00010016607,1,FAM103A1,ENSG00000169612,RAMAC
ENSGALG00010016608,1,,,
ENSGALG00010016609,1,SOX2,ENSG00000181449,SOX2
ENSGALG00010016610,1,,,
ENSGALG00010016611,1,DNALI1,ENSG00000163879,DNALI1
ENSGALG00010016612,1,GRIA1,ENSG00000155511,GRIA1
ENSGALG00010016613,1,SNIP1,ENSG00000163877,SNIP1
ENSGALG00010016614,1,DNAJC19,ENSG00000205981,DNAJC19
ENSGALG00010016615,1,BCORL1,ENSG00000085185,BCORL1
ENSGALG00010016616,1,SLBP,ENSG00000163950,SLBP
ENSGALG00010016617,1,,,
ENSGALG00010016618,1,TRPM3,ENSG00000083067,TRPM3
ENSGALG00010016619,1,SLC25A47,ENSG00000140107,SLC25A47
ENSGALG00010016620,1,C15ORF40,,
ENSGALG00010016621,1,GRXCR2,ENSG00000204928,GRXCR2
ENSGALG00010016622,1,KIAA1143,ENSG00000163807,KIAA1143
ENSGALG00010016623,1,DNAJA3,ENSG00000103423,DNAJA3
ENSGALG00010016624,1,MDH1,ENSG00000014641,MDH1
ENSGALG00010016625,1,,,
ENSGALG00010016626,1,CAPN2,ENSG00000162909,CAPN2
ENSGALG00010016627,1,SH3RF2,ENSG00000156463,SH3RF2
ENSGALG00010016628,1,,,
ENSGALG00010016629,1,LARS,ENSG00000133706,LARS1
ENSGALG00010016630,1,,ENSG00000196975,ANXA4
ENSGALG00010016631,1,FAM53A,ENSG00000174137,FAM53A
ENSGALG00010016632,1,,,
ENSGALG00010016633,1,MIR1687,,
ENSGALG00010016634,1,,,
ENSGALG00010016635,1,gga-mir-1648,,
ENSGALG00010016636,1,,,
ENSGALG00010016637,1,POU6F2,ENSG00000106536,POU6F2
ENSGALG00010016638,1,gga-mir-6597,,
ENSGALG00010016639,1,,,
ENSGALG00010016640,1,OCIAD2,ENSG00000109180,OCIAD1
ENSGALG00010016641,1,,,
ENSGALG00010016642,1,,,
ENSGALG00010016643,1,BTBD1,ENSG00000064726,BTBD1
ENSGALG00010016644,1,NMRAL1,ENSG00000153406,NMRAL1
ENSGALG00010016645,1,,,
ENSGALG00010016646,1,gga-mir-6564,,
ENSGALG00010016647,1,EGR1,ENSG00000120738,EGR1
ENSGALG00010016648,1,ADRA2C,ENSG00000184160,ADRA2C
ENSGALG00010016649,1,gga-mir-12243,,
ENSGALG00010016650,1,gga-mir-6677,,
ENSGALG00010016651,1,XKRX,ENSG00000172967,XKR3
ENSGALG00010016651,1,XKRX,ENSG00000182489,XKRX
ENSGALG00010016652,1,FXR1,ENSG00000114416,FXR1
ENSGALG00010016653,1,EPHA2,ENSG00000142627,EPHA2
ENSGALG00010016654,1,SMIM3,ENSG00000256235,SMIM3
ENSGALG00010016655,1,TRANK1,ENSG00000168016,TRANK1
ENSGALG00010016656,1,CAPN8,ENSG00000203697,CAPN8
ENSGALG00010016657,1,SLC25A29,ENSG00000197119,SLC25A29
ENSGALG00010016658,1,ZAR1,ENSG00000182223,ZAR1
ENSGALG00010016659,1,,,
ENSGALG00010016660,1,,,
ENSGALG00010016661,1,UBE4B,ENSG00000130939,UBE4B
ENSGALG00010016662,1,,,
ENSGALG00010016663,1,,,
ENSGALG00010016664,1,TM6SF1,ENSG00000136404,TM6SF1
ENSGALG00010016665,1,,,
ENSGALG00010016666,1,,,
ENSGALG00010016667,1,WARS,ENSG00000140105,WARS1
ENSGALG00010016668,1,,,
